"id","attendance_date","time","machine_id","create_uid/id","create_date","date","department/id","name","employee_id/id","write_uid/id","write_date"
"__export__.ecube_raw_attendance_158191","2017-12-27 09:06:15","09:06:15","6768","base.user_root","2017-12-27 11:50:07","2017-12-27","WORKSHOP(ELECTRICAL)","192.168.20.22","__export__.hr_employee_1809","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158192","2017-12-27 09:06:26","09:06:26","8848","base.user_root","2017-12-27 11:50:07","2017-12-27","SEWING QUALITY LINE 02","192.168.20.22","__export__.hr_employee_1676","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158193","2017-12-27 09:06:58","09:06:58","670","base.user_root","2017-12-27 11:50:07","2017-12-27","","192.168.20.22","","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158194","2017-12-27 09:08:49","09:08:49","8482","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT SAMPLING","192.168.20.22","__export__.hr_employee_1643","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158195","2017-12-27 09:09:11","09:09:11","7974","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT SAMPLING","192.168.20.22","__export__.hr_employee_1637","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158196","2017-12-27 09:10:49","09:10:49","6111","base.user_root","2017-12-27 11:50:07","2017-12-27","CLIPPING","192.168.20.22","__export__.hr_employee_1343","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158197","2017-12-27 09:11:49","09:11:49","8416","base.user_root","2017-12-27 11:50:07","2017-12-27","FINISHING QUALITY ""B""","192.168.20.22","__export__.hr_employee_1484","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158198","2017-12-27 09:13:57","09:13:57","8902","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING ""A""","192.168.20.22","__export__.hr_employee_1388","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158199","2017-12-27 09:14:38","09:14:38","8146","base.user_root","2017-12-27 11:50:07","2017-12-27","INTER QUALITY","192.168.20.22","__export__.hr_employee_1552","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158200","2017-12-27 09:17:28","09:17:28","16","base.user_root","2017-12-27 11:50:07","2017-12-27","","192.168.20.22","","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158201","2017-12-27 09:17:37","09:17:37","3445","base.user_root","2017-12-27 11:50:07","2017-12-27","ADMIN SECURITY STAFF","192.168.20.22","__export__.hr_employee_1328","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158202","2017-12-27 09:18:55","09:18:55","7600","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT SAMPLING","192.168.20.22","__export__.hr_employee_1633","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158203","2017-12-27 09:19:59","09:19:59","8935","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT SAMPLING","192.168.20.22","__export__.hr_employee_1649","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158204","2017-12-27 09:21:33","09:21:33","8570","base.user_root","2017-12-27 11:50:07","2017-12-27","STITCHING LINE 06","192.168.20.22","__export__.hr_employee_1768","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158205","2017-12-27 09:22:04","09:22:04","8580","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT SAMPLING","192.168.20.22","__export__.hr_employee_1646","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158206","2017-12-27 09:22:15","09:22:15","2826","base.user_root","2017-12-27 11:50:07","2017-12-27","WASHING","192.168.20.22","__export__.hr_employee_1804","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158207","2017-12-27 09:24:16","09:24:16","8123","base.user_root","2017-12-27 11:50:07","2017-12-27","ADMIN SECURITY STAFF","192.168.20.22","__export__.hr_employee_1315","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158208","2017-12-27 09:24:36","09:24:36","8832","base.user_root","2017-12-27 11:50:07","2017-12-27","STITCHING LINE 06","192.168.20.22","__export__.hr_employee_1770","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158209","2017-12-27 09:27:49","09:27:49","8145","base.user_root","2017-12-27 11:50:07","2017-12-27","ADMIN DEPARTMENT","192.168.20.22","__export__.hr_employee_1301","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158210","2017-12-27 09:37:14","09:37:14","7274","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT ""F.D""","192.168.20.22","__export__.hr_employee_1617","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158211","2017-12-27 09:37:42","09:37:42","3615","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT SAMPLING","192.168.20.22","__export__.hr_employee_1628","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158212","2017-12-27 09:52:31","09:52:31","8924","base.user_root","2017-12-27 11:50:07","2017-12-27","ADMIN DEPARTMENT","192.168.20.22","__export__.hr_employee_1300","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158213","2017-12-27 10:11:39","10:11:39","8381","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT SAMPLING","192.168.20.22","__export__.hr_employee_1642","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158214","2017-12-27 10:12:15","10:12:15","3978","base.user_root","2017-12-27 11:50:07","2017-12-27","ADMIN DEPARTMENT","192.168.20.22","__export__.hr_employee_1304","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158215","2017-12-27 10:44:09","10:44:09","5863","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT SAMPLING","192.168.20.22","__export__.hr_employee_1630","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158216","2017-12-27 10:56:14","10:56:14","8642","base.user_root","2017-12-27 11:50:07","2017-12-27","ADMIN SECURITY STAFF","192.168.20.22","__export__.hr_employee_1317","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158217","2017-12-27 13:12:26","13:12:26","8844","base.user_root","2017-12-27 11:50:07","2017-12-27","ADMIN DEPARTMENT","192.168.20.22","__export__.hr_employee_1305","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158218","2017-12-27 13:12:46","13:12:46","9046","base.user_root","2017-12-27 11:50:07","2017-12-27","ADMIN DEPARTMENT","192.168.20.22","__export__.hr_employee_1302","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158219","2017-12-27 08:46:33","08:46:33","5638","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING ""A""","192.168.20.21","__export__.hr_employee_1396","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158220","2017-12-27 08:46:40","08:46:40","8646","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT ""F.D""","192.168.20.21","__export__.hr_employee_1608","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158221","2017-12-27 08:47:01","08:47:01","6417","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING ""B""","192.168.20.21","__export__.hr_employee_1413","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158222","2017-12-27 08:47:51","08:47:51","8242","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT ""F.D""","192.168.20.21","__export__.hr_employee_1604","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158223","2017-12-27 08:49:36","08:49:36","6278","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING ""A""","192.168.20.21","__export__.hr_employee_1397","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158224","2017-12-27 08:50:45","08:50:45","8133","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING QUALITY","192.168.20.21","__export__.hr_employee_1430","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158225","2017-12-27 08:50:53","08:50:53","8408","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT ""F.D""","192.168.20.21","__export__.hr_employee_1605","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158226","2017-12-27 08:51:49","08:51:49","7306","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING ""B""","192.168.20.21","__export__.hr_employee_1420","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158227","2017-12-27 08:55:32","08:55:32","6619","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING ""B""","192.168.20.21","__export__.hr_employee_1416","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158228","2017-12-27 08:56:48","08:56:48","5013","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING ""A""","192.168.20.21","__export__.hr_employee_1395","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158229","2017-12-27 08:57:12","08:57:12","7425","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING ""A""","192.168.20.21","__export__.hr_employee_1398","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158230","2017-12-27 09:01:53","09:01:53","8779","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT ""F.D""","192.168.20.21","__export__.hr_employee_1609","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158231","2017-12-27 09:05:05","09:05:05","7872","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING QUALITY","192.168.20.21","__export__.hr_employee_1429","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158232","2017-12-27 09:09:18","09:09:18","3752","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING QUALITY","192.168.20.21","__export__.hr_employee_1422","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158233","2017-12-27 09:10:16","09:10:16","4983","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING QUALITY","192.168.20.21","__export__.hr_employee_1425","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158234","2017-12-27 09:11:18","09:11:18","7711","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING QUALITY","192.168.20.21","__export__.hr_employee_1428","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158235","2017-12-27 09:11:22","09:11:22","8524","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING QUALITY","192.168.20.21","__export__.hr_employee_1431","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158236","2017-12-27 09:14:10","09:14:10","8226","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING ""A""","192.168.20.21","__export__.hr_employee_1382","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158237","2017-12-27 09:17:16","09:17:16","6447","base.user_root","2017-12-27 11:50:07","2017-12-27","WORKSHOP(ELECTRICAL)","192.168.20.21","__export__.hr_employee_1807","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158238","2017-12-27 09:27:29","09:27:29","7780","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING ""A""","192.168.20.21","__export__.hr_employee_1400","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158239","2017-12-27 09:28:35","09:28:35","8588","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT ""M""","192.168.20.21","__export__.hr_employee_1619","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158240","2017-12-27 09:44:51","09:44:51","6324","base.user_root","2017-12-27 11:50:07","2017-12-27","ADMIN ACCESSORIES STORE","192.168.20.21","__export__.hr_employee_1296","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158241","2017-12-27 09:50:16","09:50:16","6729","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING ""B""","192.168.20.21","__export__.hr_employee_1418","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158242","2017-12-27 09:59:37","09:59:37","6652","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING ""B""","192.168.20.21","__export__.hr_employee_1417","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158243","2017-12-27 10:00:53","10:00:53","8787","base.user_root","2017-12-27 11:50:07","2017-12-27","PRODUCT DEVELOPMENT ""M""","192.168.20.21","__export__.hr_employee_1621","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158244","2017-12-27 10:01:47","10:01:47","5662","base.user_root","2017-12-27 11:50:07","2017-12-27","ADMIN ACCESSORIES STORE","192.168.20.21","__export__.hr_employee_1295","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158245","2017-12-27 10:08:01","10:08:01","9013","base.user_root","2017-12-27 11:50:07","2017-12-27","PACKING ""B""","192.168.20.21","__export__.hr_employee_1572","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158246","2017-12-27 13:56:42","13:56:42","3419","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING QUALITY","192.168.20.21","__export__.hr_employee_1421","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158247","2017-12-27 14:02:59","14:02:59","8777","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING QUALITY","192.168.20.21","__export__.hr_employee_1432","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158248","2017-12-27 14:03:55","14:03:55","8133","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING QUALITY","192.168.20.21","__export__.hr_employee_1430","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158249","2017-12-27 14:10:17","14:10:17","8322","base.user_root","2017-12-27 11:50:07","2017-12-27","CUTTING ""A""","192.168.20.21","__export__.hr_employee_1383","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158250","2017-12-27 08:24:10","08:24:10","7619","base.user_root","2017-12-27 11:50:07","2017-12-27","FINISHING QUALITY ""B""","192.168.20.24","__export__.hr_employee_1513","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158251","2017-12-27 08:36:07","08:36:07","6660","base.user_root","2017-12-27 11:50:07","2017-12-27","STITCHING LINE 06","192.168.20.24","__export__.hr_employee_1762","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158252","2017-12-27 08:36:47","08:36:47","8296","base.user_root","2017-12-27 11:50:07","2017-12-27","STITCHING LINE 05","192.168.20.24","__export__.hr_employee_1758","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158253","2017-12-27 08:37:53","08:37:53","8341","base.user_root","2017-12-27 11:50:07","2017-12-27","CLIPPING","192.168.20.24","__export__.hr_employee_1344","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158254","2017-12-27 08:38:01","08:38:01","7445","base.user_root","2017-12-27 11:50:07","2017-12-27","PACKING ""A""","192.168.20.24","__export__.hr_employee_1571","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158255","2017-12-27 08:39:47","08:39:47","8836","base.user_root","2017-12-27 11:50:07","2017-12-27","FINISHING QUALITY ""B""","192.168.20.24","__export__.hr_employee_1493","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158256","2017-12-27 08:40:14","08:40:14","4939","base.user_root","2017-12-27 11:50:07","2017-12-27","STITCHING LINE 05","192.168.20.24","__export__.hr_employee_1714","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158257","2017-12-27 08:40:20","08:40:20","7905","base.user_root","2017-12-27 11:50:07","2017-12-27","FINISHING QUALITY ""A""","192.168.20.24","__export__.hr_employee_1443","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158258","2017-12-27 08:40:27","08:40:27","8208","base.user_root","2017-12-27 11:50:07","2017-12-27","SEWING QUALITY LINE 03","192.168.20.24","__export__.hr_employee_1679","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158259","2017-12-27 08:40:32","08:40:32","7941","base.user_root","2017-12-27 11:50:07","2017-12-27","FINISHING QUALITY ""B""","192.168.20.24","__export__.hr_employee_1478","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158260","2017-12-27 08:40:40","08:40:40","8213","base.user_root","2017-12-27 11:50:07","2017-12-27","FINISHING QUALITY ""A""","192.168.20.24","__export__.hr_employee_1447","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158261","2017-12-27 08:41:00","08:41:00","8332","base.user_root","2017-12-27 11:50:07","2017-12-27","STITCHING LINE 06","192.168.20.24","__export__.hr_employee_1759","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158262","2017-12-27 08:41:05","08:41:05","8350","base.user_root","2017-12-27 11:50:07","2017-12-27","STITCHING LINE 06","192.168.20.24","__export__.hr_employee_1788","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158263","2017-12-27 08:41:10","08:41:10","8895","base.user_root","2017-12-27 11:50:07","2017-12-27","FINISHING QUALITY ""A""","192.168.20.24","__export__.hr_employee_1460","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158264","2017-12-27 08:41:20","08:41:20","8749","base.user_root","2017-12-27 11:50:07","2017-12-27","INTER QUALITY","192.168.20.24","__export__.hr_employee_1548","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158265","2017-12-27 08:41:27","08:41:27","8929","base.user_root","2017-12-27 11:50:07","2017-12-27","FINISHING QUALITY ""A""","192.168.20.24","__export__.hr_employee_1467","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158266","2017-12-27 08:41:52","08:41:52","8801","base.user_root","2017-12-27 11:50:07","2017-12-27","STITCHING LINE 06","192.168.20.24","__export__.hr_employee_1801","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158267","2017-12-27 08:44:06","08:44:06","8468","base.user_root","2017-12-27 11:50:07","2017-12-27","FINISHING QUALITY ""A""","192.168.20.24","__export__.hr_employee_1448","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158268","2017-12-27 08:44:13","08:44:13","8892","base.user_root","2017-12-27 11:50:07","2017-12-27","PACKING ""B""","192.168.20.24","__export__.hr_employee_1576","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158269","2017-12-27 08:44:33","08:44:33","7160","base.user_root","2017-12-27 11:50:07","2017-12-27","STITCHING LINE 05","192.168.20.24","__export__.hr_employee_1728","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158270","2017-12-27 08:44:39","08:44:39","9037","base.user_root","2017-12-27 11:50:07","2017-12-27","INTER QUALITY","192.168.20.24","__export__.hr_employee_1558","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158271","2017-12-27 08:44:42","08:44:42","6131","base.user_root","2017-12-27 11:50:07","2017-12-27","FINISHING QUALITY ""B""","192.168.20.24","__export__.hr_employee_1508","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158272","2017-12-27 08:44:49","08:44:49","7230","base.user_root","2017-12-27 11:50:07","2017-12-27","STITCHING LINE 06","192.168.20.24","__export__.hr_employee_1765","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158273","2017-12-27 08:44:54","08:44:54","8168","base.user_root","2017-12-27 11:50:07","2017-12-27","STITCHING LINE 05","192.168.20.24","__export__.hr_employee_1753","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158274","2017-12-27 08:45:05","08:45:05","8392","base.user_root","2017-12-27 11:50:07","2017-12-27","CLIPPING","192.168.20.24","__export__.hr_employee_1360","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158275","2017-12-27 08:45:14","08:45:14","8364","base.user_root","2017-12-27 11:50:07","2017-12-27","CLIPPING","192.168.20.24","__export__.hr_employee_1354","base.user_root","2017-12-27 11:50:07"
"__export__.ecube_raw_attendance_158276","2017-12-27 08:45:21","08:45:21","8362","base.user_root","2017-12-27 11:50:07","2017-12-27","CLIPPING","192.168.20.24","__export__.hr_employee_1353","base.user_root","2017-12-27 11:50:07"
